loan_id,product_code,period,metric,expected_inr,system_inr,difference_inr,tolerance_inr
LN0000058,HL-MCLR,2024-04,closing_balance,959619.45,945437.83,-14181.62,95.96
LN0000058,HL-MCLR,2024-04,closing_principal,959619.45,945437.83,-14181.62,95.96
LN0000058,HL-MCLR,2024-04,interest,7311.69,6934.05,-377.64,1.0
LN0000058,HL-MCLR,2024-05,closing_balance,957748.38,943174.3,-14574.08,95.77
LN0000058,HL-MCLR,2024-05,closing_principal,957748.38,943174.3,-14574.08,95.77
LN0000058,HL-MCLR,2024-05,interest,7538.93,7146.47,-392.46,1.0
LN0000058,HL-MCLR,2024-06,closing_balance,955619.89,940663.68,-14956.21,95.56
LN0000058,HL-MCLR,2024-06,closing_principal,955619.89,940663.68,-14956.21,95.56
LN0000058,HL-MCLR,2024-06,interest,7281.51,6899.38,-382.13,1.0
LN0000058,HL-MCLR,2024-07,closing_balance,953717.4,938364.07,-15353.33,95.37
LN0000058,HL-MCLR,2024-07,closing_principal,953717.4,938364.07,-15353.33,95.37
LN0000058,HL-MCLR,2024-07,interest,7507.51,7110.39,-397.12,1.0
LN0000058,HL-MCLR,2024-08,closing_balance,951799.96,936047.07,-15752.89,95.18
LN0000058,HL-MCLR,2024-08,closing_principal,951799.96,936047.07,-15752.89,95.18
LN0000058,HL-MCLR,2024-08,interest,7492.56,7093.0,-399.56,1.0
LN0000058,HL-MCLR,2024-09,closing_balance,949626.25,933484.32,-16141.93,94.96
LN0000058,HL-MCLR,2024-09,closing_principal,949626.25,933484.32,-16141.93,94.96
LN0000058,HL-MCLR,2024-09,interest,7236.29,6847.25,-389.04,1.0
LN0000058,HL-MCLR,2024-10,closing_balance,947676.67,931130.44,-16546.23,94.77
LN0000058,HL-MCLR,2024-10,closing_principal,947676.67,931130.44,-16546.23,94.77
LN0000058,HL-MCLR,2024-10,interest,7460.42,7056.12,-404.3,1.0
LN0000058,HL-MCLR,2024-11,closing_balance,945471.61,928531.72,-16939.89,94.55
LN0000058,HL-MCLR,2024-11,closing_principal,945471.61,928531.72,-16939.89,94.55
LN0000058,HL-MCLR,2024-11,interest,7204.94,6811.28,-393.66,1.0
LN0000058,HL-MCLR,2024-12,closing_balance,943489.39,926140.4,-17348.99,94.35
LN0000058,HL-MCLR,2024-12,closing_principal,943489.39,926140.4,-17348.99,94.35
LN0000058,HL-MCLR,2024-12,interest,7427.78,7018.68,-409.1,1.0
LN0000058,HL-MCLR,2025-01,closing_balance,941491.6,923997.43,-17494.17,94.15
LN0000058,HL-MCLR,2025-01,closing_principal,941491.6,923997.43,-17494.17,94.15
LN0000058,HL-MCLR,2025-01,interest,7412.21,7267.03,-145.18,1.0
LN0000058,HL-MCLR,2025-02,closing_balance,938762.32,921144.01,-17618.31,93.88
LN0000058,HL-MCLR,2025-02,closing_principal,938762.32,921144.01,-17618.31,93.88
LN0000058,HL-MCLR,2025-02,interest,6680.72,6556.58,-124.14,1.0
LN0000058,HL-MCLR,2025-03,closing_balance,936727.39,918970.67,-17756.72,93.67
LN0000058,HL-MCLR,2025-03,closing_principal,936727.39,918970.67,-17756.72,93.67
LN0000058,HL-MCLR,2025-03,interest,7375.07,7236.66,-138.41,1.0
LN0000058,HL-MCLR,2025-04,closing_balance,934439.08,916547.36,-17891.72,93.44
LN0000058,HL-MCLR,2025-04,closing_principal,934439.08,916547.36,-17891.72,93.44
LN0000058,HL-MCLR,2025-04,interest,7121.69,6986.69,-135.0,1.0
LN0000058,HL-MCLR,2025-05,closing_balance,932370.19,914337.91,-18032.28,93.24
LN0000058,HL-MCLR,2025-05,closing_principal,932370.19,914337.91,-18032.28,93.24
LN0000058,HL-MCLR,2025-05,interest,7341.11,7200.55,-140.56,1.0
LN0000058,HL-MCLR,2025-06,closing_balance,930048.76,911879.38,-18169.38,93.0
LN0000058,HL-MCLR,2025-06,closing_principal,930048.76,911879.38,-18169.38,93.0
LN0000058,HL-MCLR,2025-06,interest,7088.57,6951.47,-137.1,1.0
LN0000061,MSME-FLT,2022-07,closing_balance,892866.6,892198.93,-667.67,89.29
LN0000061,MSME-FLT,2022-07,closing_principal,892866.6,892198.93,-667.67,89.29
LN0000061,MSME-FLT,2022-07,interest,6991.99,6324.32,-667.67,1.0
LN0000061,MSME-FLT,2022-08,closing_balance,882538.27,881183.43,-1354.84,88.25
LN0000061,MSME-FLT,2022-08,closing_principal,882538.27,881183.43,-1354.84,88.25
LN0000061,MSME-FLT,2022-08,interest,6938.67,6251.5,-687.17,1.0
LN0000061,MSME-FLT,2022-09,closing_balance,871908.44,869891.58,-2016.86,87.19
LN0000061,MSME-FLT,2022-09,closing_principal,871908.44,869891.58,-2016.86,87.19
LN0000061,MSME-FLT,2022-09,interest,6637.17,5975.15,-662.02,1.0
LN0000061,MSME-FLT,2022-10,closing_balance,862133.88,859363.26,-2770.62,86.21
LN0000061,MSME-FLT,2022-10,closing_principal,862133.88,859363.26,-2770.62,86.21
LN0000061,MSME-FLT,2022-10,interest,7492.44,6738.68,-753.76,1.0
LN0000061,MSME-FLT,2022-11,closing_balance,851616.2,848116.14,-3500.06,85.16
LN0000061,MSME-FLT,2022-11,closing_principal,851616.2,848116.14,-3500.06,85.16
LN0000061,MSME-FLT,2022-11,interest,7192.32,6462.88,-729.44,1.0
LN0000061,MSME-FLT,2022-12,closing_balance,841247.6,836997.05,-4250.55,84.12
LN0000061,MSME-FLT,2022-12,closing_principal,841247.6,836997.05,-4250.55,84.12
LN0000061,MSME-FLT,2022-12,interest,7341.4,6590.91,-750.49,1.0
LN0000061,MSME-FLT,2023-01,closing_balance,831031.62,826479.49,-4552.13,83.1
LN0000061,MSME-FLT,2023-01,closing_principal,831031.62,826479.49,-4552.13,83.1
LN0000061,MSME-FLT,2023-01,interest,7494.02,7192.44,-301.58,1.0
LN0000061,MSME-FLT,2023-02,closing_balance,819863.41,815052.71,-4810.7,81.99
LN0000061,MSME-FLT,2023-02,closing_principal,819863.41,815052.71,-4810.7,81.99
LN0000061,MSME-FLT,2023-02,interest,6693.79,6435.22,-258.57,1.0
LN0000061,MSME-FLT,2023-03,closing_balance,809312.79,804216.91,-5095.88,80.93
LN0000061,MSME-FLT,2023-03,closing_principal,809312.79,804216.91,-5095.88,80.93
LN0000061,MSME-FLT,2023-03,interest,7311.38,7026.2,-285.18,1.0
LN0000061,MSME-FLT,2023-04,closing_balance,798596.02,793287.7,-5308.32,79.86
LN0000061,MSME-FLT,2023-04,closing_principal,798596.02,793287.7,-5308.32,79.86
LN0000061,MSME-FLT,2023-04,interest,7145.23,6932.79,-212.44,1.0
LN0000061,MSME-FLT,2023-05,closing_balance,787935.31,782410.09,-5525.22,78.79
LN0000061,MSME-FLT,2023-05,closing_principal,787935.31,782410.09,-5525.22,78.79
LN0000061,MSME-FLT,2023-05,interest,7291.29,7074.39,-216.9,1.0
LN0000061,MSME-FLT,2023-06,closing_balance,776945.2,771210.4,-5734.8,77.69
LN0000061,MSME-FLT,2023-06,closing_principal,776945.2,771210.4,-5734.8,77.69
LN0000061,MSME-FLT,2023-06,interest,6961.89,6752.31,-209.58,1.0
LN0000061,MSME-FLT,2023-07,closing_balance,766086.82,760294.37,-5792.45,76.61
LN0000061,MSME-FLT,2023-07,closing_principal,766086.82,760294.37,-5792.45,76.61
LN0000061,MSME-FLT,2023-07,interest,7093.62,7035.97,-57.65,1.0
LN0000061,MSME-FLT,2023-08,closing_balance,755129.3,749283.96,-5845.34,75.51
LN0000061,MSME-FLT,2023-08,closing_principal,755129.3,749283.96,-5845.34,75.51
LN0000061,MSME-FLT,2023-08,interest,6994.48,6941.59,-52.89,1.0
LN0000061,MSME-FLT,2023-09,closing_balance,743849.33,737952.35,-5896.98,74.38
LN0000061,MSME-FLT,2023-09,closing_principal,743849.33,737952.35,-5896.98,74.38
LN0000061,MSME-FLT,2023-09,interest,6672.03,6620.39,-51.64,1.0
LN0000061,MSME-FLT,2023-10,closing_balance,732688.78,726737.96,-5950.82,73.27
LN0000061,MSME-FLT,2023-10,closing_principal,732688.78,726737.96,-5950.82,73.27
LN0000061,MSME-FLT,2023-10,interest,6791.45,6737.61,-53.84,1.0
LN0000061,MSME-FLT,2023-11,closing_balance,721210.54,715207.14,-6003.4,72.12
LN0000061,MSME-FLT,2023-11,closing_principal,721210.54,715207.14,-6003.4,72.12
LN0000061,MSME-FLT,2023-11,interest,6473.76,6421.18,-52.58,1.0
LN0000061,MSME-FLT,2023-12,closing_balance,709843.29,703785.08,-6058.21,70.98
LN0000061,MSME-FLT,2023-12,closing_principal,709843.29,703785.08,-6058.21,70.98
LN0000061,MSME-FLT,2023-12,interest,6584.75,6529.94,-54.81,1.0
LN0000061,MSME-FLT,2024-01,closing_balance,698354.55,692241.18,-6113.37,69.84
LN0000061,MSME-FLT,2024-01,closing_principal,698354.55,692241.18,-6113.37,69.84
LN0000061,MSME-FLT,2024-01,interest,6463.26,6408.1,-55.16,1.0
LN0000061,MSME-FLT,2024-02,closing_balance,686350.97,680185.52,-6165.45,68.64
LN0000061,MSME-FLT,2024-02,closing_principal,686350.97,680185.52,-6165.45,68.64
LN0000061,MSME-FLT,2024-02,interest,5948.42,5896.34,-52.08,1.0
LN0000061,MSME-FLT,2024-03,closing_balance,674648.33,668426.74,-6221.59,67.46
LN0000061,MSME-FLT,2024-03,closing_principal,674648.33,668426.74,-6221.59,67.46
LN0000061,MSME-FLT,2024-03,interest,6249.36,6193.22,-56.14,1.0
LN0000061,MSME-FLT,2024-04,closing_balance,662640.98,656364.57,-6276.41,66.26
LN0000061,MSME-FLT,2024-04,closing_principal,662640.98,656364.57,-6276.41,66.26
LN0000061,MSME-FLT,2024-04,interest,5944.65,5889.83,-54.82,1.0
LN0000061,MSME-FLT,2024-05,closing_balance,650722.45,644388.89,-6333.56,65.07
LN0000061,MSME-FLT,2024-05,closing_principal,650722.45,644388.89,-6333.56,65.07
LN0000061,MSME-FLT,2024-05,interest,6033.47,5976.32,-57.15,1.0
LN0000061,MSME-FLT,2024-06,closing_balance,638504.27,632114.91,-6389.36,63.85
LN0000061,MSME-FLT,2024-06,closing_principal,638504.27,632114.91,-6389.36,63.85
LN0000061,MSME-FLT,2024-06,interest,5733.82,5678.02,-55.8,1.0
LN0000061,MSME-FLT,2024-07,closing_balance,626365.97,619918.44,-6447.53,62.64
LN0000061,MSME-FLT,2024-07,closing_principal,626365.97,619918.44,-6447.53,62.64
LN0000061,MSME-FLT,2024-07,interest,5813.7,5755.53,-58.17,1.0
LN0000061,MSME-FLT,2024-08,closing_balance,614117.15,607610.92,-6506.23,61.41
LN0000061,MSME-FLT,2024-08,closing_principal,614117.15,607610.92,-6506.23,61.41
LN0000061,MSME-FLT,2024-08,interest,5703.18,5644.48,-58.7,1.0
LN0000061,MSME-FLT,2024-09,closing_balance,601576.43,595012.87,-6563.56,60.16
LN0000061,MSME-FLT,2024-09,closing_principal,601576.43,595012.87,-6563.56,60.16
LN0000061,MSME-FLT,2024-09,interest,5411.28,5353.95,-57.33,1.0
LN0000061,MSME-FLT,2024-10,closing_balance,589101.9,582478.58,-6623.32,58.91
LN0000061,MSME-FLT,2024-10,closing_principal,589101.9,582478.58,-6623.32,58.91
LN0000061,MSME-FLT,2024-10,interest,5477.47,5417.71,-59.76,1.0
LN0000061,MSME-FLT,2024-11,closing_balance,576340.76,569659.08,-6681.68,57.63
LN0000061,MSME-FLT,2024-11,closing_principal,576340.76,569659.08,-6681.68,57.63
LN0000061,MSME-FLT,2024-11,interest,5190.86,5132.5,-58.36,1.0
LN0000061,MSME-FLT,2024-12,closing_balance,563636.45,556893.93,-6742.52,56.36
LN0000061,MSME-FLT,2024-12,closing_principal,563636.45,556893.93,-6742.52,56.36
LN0000061,MSME-FLT,2024-12,interest,5247.69,5186.85,-60.84,1.0
LN0000061,MSME-FLT,2025-01,closing_balance,550830.53,544026.45,-6804.08,55.08
LN0000061,MSME-FLT,2025-01,closing_principal,550830.53,544026.45,-6804.08,55.08
LN0000061,MSME-FLT,2025-01,interest,5146.08,5084.52,-61.56,1.0
LN0000061,MSME-FLT,2025-02,closing_balance,537421.0,530560.81,-6860.19,53.74
LN0000061,MSME-FLT,2025-02,closing_principal,537421.0,530560.81,-6860.19,53.74
LN0000061,MSME-FLT,2025-02,interest,4542.47,4486.36,-56.11,1.0
LN0000061,MSME-FLT,2025-03,closing_balance,524375.73,517452.9,-6922.83,52.44
LN0000061,MSME-FLT,2025-03,closing_principal,524375.73,517452.9,-6922.83,52.44
LN0000061,MSME-FLT,2025-03,interest,4906.73,4844.09,-62.64,1.0
LN0000061,MSME-FLT,2025-04,closing_balance,510952.76,504072.92,-6879.84,51.1
LN0000061,MSME-FLT,2025-04,closing_principal,510952.76,504072.92,-6879.84,51.1
LN0000061,MSME-FLT,2025-04,interest,4529.03,4572.02,42.99,1.0
LN0000061,MSME-FLT,2025-05,closing_balance,497616.34,490782.17,-6834.17,49.76
LN0000061,MSME-FLT,2025-05,closing_principal,497616.34,490782.17,-6834.17,49.76
LN0000061,MSME-FLT,2025-05,interest,4556.58,4602.25,45.67,1.0
LN0000061,MSME-FLT,2025-06,closing_balance,484017.84,477225.53,-6792.31,48.4
LN0000061,MSME-FLT,2025-06,closing_principal,484017.84,477225.53,-6792.31,48.4
LN0000061,MSME-FLT,2025-06,interest,4294.5,4336.36,41.86,1.0
LN0000091,HL-FLT,2022-07,closing_balance,954159.04,953474.79,-684.25,95.42
LN0000091,HL-FLT,2022-07,closing_principal,954159.04,953474.79,-684.25,95.42
LN0000091,HL-FLT,2022-07,interest,6210.71,5526.46,-684.25,1.0
LN0000091,HL-FLT,2022-08,closing_balance,950909.98,949492.43,-1417.55,95.09
LN0000091,HL-FLT,2022-08,closing_principal,950909.98,949492.43,-1417.55,95.09
LN0000091,HL-FLT,2022-08,interest,6239.94,5506.64,-733.3,1.0
LN0000091,HL-FLT,2022-09,closing_balance,947439.07,945310.18,-2128.89,94.74
LN0000091,HL-FLT,2022-09,closing_principal,947439.07,945310.18,-2128.89,94.74
LN0000091,HL-FLT,2022-09,interest,6018.09,5306.75,-711.34,1.0
LN0000091,HL-FLT,2022-10,closing_balance,944898.82,941956.63,-2942.19,94.49
LN0000091,HL-FLT,2022-10,closing_principal,944898.82,941956.63,-2942.19,94.49
LN0000091,HL-FLT,2022-10,interest,6948.75,6135.45,-813.3,1.0
LN0000091,HL-FLT,2022-11,closing_balance,941624.49,937887.05,-3737.44,94.16
LN0000091,HL-FLT,2022-11,closing_principal,941624.49,937887.05,-3737.44,94.16
LN0000091,HL-FLT,2022-11,interest,6756.67,5961.42,-795.25,1.0
LN0000091,HL-FLT,2022-12,closing_balance,938551.19,933989.57,-4561.62,93.86
LN0000091,HL-FLT,2022-12,closing_principal,938551.19,933989.57,-4561.62,93.86
LN0000091,HL-FLT,2022-12,interest,6957.7,6133.52,-824.18,1.0
LN0000091,HL-FLT,2023-01,closing_balance,935716.18,930808.68,-4907.5,93.57
LN0000091,HL-FLT,2023-01,closing_principal,935716.18,930808.68,-4907.5,93.57
LN0000091,HL-FLT,2023-01,interest,7195.99,6850.11,-345.88,1.0
LN0000091,HL-FLT,2023-02,closing_balance,931989.36,926797.87,-5191.49,93.2
LN0000091,HL-FLT,2023-02,closing_principal,931989.36,926797.87,-5191.49,93.2
LN0000091,HL-FLT,2023-02,interest,6496.18,6212.19,-283.99,1.0
LN0000091,HL-FLT,2023-03,closing_balance,928929.91,923423.02,-5506.89,92.89
LN0000091,HL-FLT,2023-03,closing_principal,928929.91,923423.02,-5506.89,92.89
LN0000091,HL-FLT,2023-03,interest,7163.55,6848.15,-315.4,1.0
LN0000091,HL-FLT,2023-04,closing_balance,925794.77,920051.06,-5743.71,92.58
LN0000091,HL-FLT,2023-04,closing_principal,925794.77,920051.06,-5743.71,92.58
LN0000091,HL-FLT,2023-04,interest,7087.86,6851.04,-236.82,1.0
LN0000091,HL-FLT,2023-05,closing_balance,922755.28,916770.85,-5984.43,92.28
LN0000091,HL-FLT,2023-05,closing_principal,922755.28,916770.85,-5984.43,92.28
LN0000091,HL-FLT,2023-05,interest,7312.51,7071.79,-240.72,1.0
LN0000091,HL-FLT,2023-06,closing_balance,919456.67,913238.12,-6218.55,91.95
LN0000091,HL-FLT,2023-06,closing_principal,919456.67,913238.12,-6218.55,91.95
LN0000091,HL-FLT,2023-06,interest,7053.39,6819.27,-234.12,1.0
LN0000091,HL-FLT,2023-07,closing_balance,916367.12,910086.94,-6280.18,91.64
LN0000091,HL-FLT,2023-07,closing_principal,916367.12,910086.94,-6280.18,91.64
LN0000091,HL-FLT,2023-07,interest,7262.45,7200.82,-61.63,1.0
LN0000091,HL-FLT,2023-08,closing_balance,913253.16,906923.38,-6329.78,91.33
LN0000091,HL-FLT,2023-08,closing_principal,913253.16,906923.38,-6329.78,91.33
LN0000091,HL-FLT,2023-08,interest,7238.04,7188.44,-49.6,1.0
LN0000091,HL-FLT,2023-09,closing_balance,909881.92,903503.75,-6378.17,90.99
LN0000091,HL-FLT,2023-09,closing_principal,909881.92,903503.75,-6378.17,90.99
LN0000091,HL-FLT,2023-09,interest,6980.76,6932.37,-48.39,1.0
LN0000091,HL-FLT,2023-10,closing_balance,906536.01,900288.19,-6247.82,90.65
LN0000091,HL-FLT,2023-10,closing_principal,906536.01,900288.19,-6247.82,90.65
LN0000091,HL-FLT,2023-10,interest,7006.09,7136.44,130.35,1.0
LN0000091,HL-FLT,2023-11,closing_balance,903054.15,896944.84,-6109.31,90.31
LN0000091,HL-FLT,2023-11,closing_principal,903054.15,896944.84,-6109.31,90.31
LN0000091,HL-FLT,2023-11,interest,6743.14,6881.65,138.51,1.0
LN0000091,HL-FLT,2023-12,closing_balance,899770.3,893804.48,-5965.82,89.98
LN0000091,HL-FLT,2023-12,closing_principal,899770.3,893804.48,-5965.82,89.98
LN0000091,HL-FLT,2023-12,interest,6941.15,7084.64,143.49,1.0
LN0000091,HL-FLT,2024-01,closing_balance,896461.21,890461.77,-5999.44,89.65
LN0000091,HL-FLT,2024-01,closing_principal,896461.21,890461.77,-5999.44,89.65
LN0000091,HL-FLT,2024-01,interest,6915.91,6882.29,-33.62,1.0
LN0000091,HL-FLT,2024-02,closing_balance,892682.13,886639.56,-6042.57,89.27
LN0000091,HL-FLT,2024-02,closing_principal,892682.13,886639.56,-6042.57,89.27
LN0000091,HL-FLT,2024-02,interest,6445.92,6402.79,-43.13,1.0
LN0000091,HL-FLT,2024-03,closing_balance,889318.55,883229.54,-6089.01,88.93
LN0000091,HL-FLT,2024-03,closing_principal,889318.55,883229.54,-6089.01,88.93
LN0000091,HL-FLT,2024-03,interest,6861.42,6814.98,-46.44,1.0
LN0000091,HL-FLT,2024-04,closing_balance,885708.62,879574.32,-6134.3,88.57
LN0000091,HL-FLT,2024-04,closing_principal,885708.62,879574.32,-6134.3,88.57
LN0000091,HL-FLT,2024-04,interest,6615.07,6569.78,-45.29,1.0
LN0000091,HL-FLT,2024-05,closing_balance,882291.44,876109.99,-6181.45,88.23
LN0000091,HL-FLT,2024-05,closing_principal,882291.44,876109.99,-6181.45,88.23
LN0000091,HL-FLT,2024-05,interest,6807.82,6760.67,-47.15,1.0
LN0000091,HL-FLT,2024-06,closing_balance,878629.24,872401.81,-6227.43,87.86
LN0000091,HL-FLT,2024-06,closing_principal,878629.24,872401.81,-6227.43,87.86
LN0000091,HL-FLT,2024-06,interest,6562.8,6516.82,-45.98,1.0
LN0000091,HL-FLT,2024-07,closing_balance,875157.65,868882.35,-6275.3,87.52
LN0000091,HL-FLT,2024-07,closing_principal,875157.65,868882.35,-6275.3,87.52
LN0000091,HL-FLT,2024-07,interest,6753.41,6705.54,-47.87,1.0
LN0000091,HL-FLT,2024-08,closing_balance,871659.38,865335.84,-6323.54,87.17
LN0000091,HL-FLT,2024-08,closing_principal,871659.38,865335.84,-6323.54,87.17
LN0000091,HL-FLT,2024-08,interest,6726.73,6678.49,-48.24,1.0
LN0000091,HL-FLT,2024-09,closing_balance,867918.09,861547.52,-6370.57,86.79
LN0000091,HL-FLT,2024-09,closing_principal,867918.09,861547.52,-6370.57,86.79
LN0000091,HL-FLT,2024-09,interest,6483.71,6436.68,-47.03,1.0
LN0000091,HL-FLT,2024-10,closing_balance,864364.17,857944.63,-6419.54,86.44
LN0000091,HL-FLT,2024-10,closing_principal,864364.17,857944.63,-6419.54,86.44
LN0000091,HL-FLT,2024-10,interest,6671.08,6622.11,-48.97,1.0
LN0000091,HL-FLT,2024-11,closing_balance,860568.62,854101.33,-6467.29,86.06
LN0000091,HL-FLT,2024-11,closing_principal,860568.62,854101.33,-6467.29,86.06
LN0000091,HL-FLT,2024-11,interest,6429.45,6381.7,-47.75,1.0
LN0000091,HL-FLT,2024-12,closing_balance,856958.21,850441.21,-6517.0,85.7
LN0000091,HL-FLT,2024-12,closing_principal,856958.21,850441.21,-6517.0,85.7
LN0000091,HL-FLT,2024-12,interest,6614.59,6564.88,-49.71,1.0
LN0000091,HL-FLT,2025-01,closing_balance,853320.05,846752.96,-6567.09,85.33
LN0000091,HL-FLT,2025-01,closing_principal,853320.05,846752.96,-6567.09,85.33
LN0000091,HL-FLT,2025-01,interest,6586.84,6536.75,-50.09,1.0
LN0000091,HL-FLT,2025-02,closing_balance,849019.2,842406.51,-6612.69,84.9
LN0000091,HL-FLT,2025-02,closing_principal,849019.2,842406.51,-6612.69,84.9
LN0000091,HL-FLT,2025-02,interest,5924.15,5878.55,-45.6,1.0
LN0000091,HL-FLT,2025-03,closing_balance,845320.02,838656.5,-6663.52,84.53
LN0000091,HL-FLT,2025-03,closing_principal,845320.02,838656.5,-6663.52,84.53
LN0000091,HL-FLT,2025-03,interest,6525.82,6474.99,-50.83,1.0
LN0000091,HL-FLT,2025-04,closing_balance,841220.7,834669.73,-6550.97,84.12
LN0000091,HL-FLT,2025-04,closing_principal,841220.7,834669.73,-6550.97,84.12
LN0000091,HL-FLT,2025-04,interest,6125.68,6238.23,112.55,1.0
LN0000091,HL-FLT,2025-05,closing_balance,837400.96,830978.25,-6422.71,83.74
LN0000091,HL-FLT,2025-05,closing_principal,837400.96,830978.25,-6422.71,83.74
LN0000091,HL-FLT,2025-05,interest,6287.26,6415.52,128.26,1.0
LN0000091,HL-FLT,2025-06,closing_balance,833350.78,827052.36,-6298.42,83.34
LN0000091,HL-FLT,2025-06,closing_principal,833350.78,827052.36,-6298.42,83.34
LN0000091,HL-FLT,2025-06,interest,6056.82,6181.11,124.29,1.0
LN0000121,HL-FLT,2021-02,closing_principal,3502000.0,3521745.52,19745.52,350.2
LN0000121,HL-FLT,2021-03,closing_principal,3502000.0,3543729.9,41729.9,350.2
LN0000121,HL-FLT,2021-03,interest,21861.12,21984.38,123.26,2.19
LN0000121,HL-FLT,2021-04,closing_balance,3584508.08,3584883.43,375.35,358.45
LN0000121,HL-FLT,2021-04,closing_principal,3502000.0,3565137.91,63137.91,350.2
LN0000121,HL-FLT,2021-04,interest,21155.92,21408.01,252.09,2.12
LN0000121,HL-FLT,2021-05,closing_balance,3606369.2,3607138.68,769.48,360.64
LN0000121,HL-FLT,2021-05,closing_principal,3502000.0,3587393.16,85393.16,350.2
LN0000121,HL-FLT,2021-05,interest,21861.12,22255.25,394.13,2.19
LN0000121,HL-FLT,2021-06,closing_balance,3627525.12,3628810.47,1285.35,362.75
LN0000121,HL-FLT,2021-06,closing_principal,3502000.0,3609064.95,107064.95,350.2
LN0000121,HL-FLT,2021-06,interest,21155.92,21671.79,515.87,2.12
LN0000121,HL-FLT,2021-07,closing_balance,3649386.24,3651339.93,1953.69,364.94
LN0000121,HL-FLT,2021-07,closing_principal,3502000.0,3631594.41,129594.41,350.2
LN0000121,HL-FLT,2021-07,interest,21861.12,22529.46,668.34,2.19
LN0000121,HL-FLT,2021-08,closing_balance,3639081.36,3641844.03,2762.67,363.91
